session_date,device_category,channel_group,country,user_type,sessions,viewed_product,added_to_cart,began_checkout,added_shipping,added_payment,purchased,revenue
2024-11-27,mobile,Direct,Netherlands,Returning,6,6,3,2,2,2,2,172.87
2024-11-27,desktop,Referral,Brazil,New,7,3,0,0,0,0,0,0.0
2024-09-11,desktop,Email,France,New,1,1,0,0,0,0,0,0.0
2024-09-12,tablet,Direct,United Kingdom,Returning,3,2,0,0,0,0,0,0.0
2024-09-15,tablet,Paid,Germany,Returning,2,2,0,0,0,0,0,0.0
2024-09-16,mobile,Organic Search,Germany,Returning,7,5,0,0,0,0,0,0.0
2024-11-09,tablet,Direct,United Kingdom,Returning,2,2,1,0,0,0,0,0.0
2024-11-11,desktop,Organic Search,Mexico,Returning,2,2,0,0,0,0,0,0.0
2024-11-13,mobile,Organic Search,United Kingdom,New,19,9,2,0,0,0,0,0.0
2024-09-24,desktop,Email,Japan,Returning,3,2,1,1,1,1,1,14.44
2024-09-24,tablet,Email,United States,New,3,2,1,0,0,0,0,0.0
2024-09-24,tablet,Organic Search,United Kingdom,New,4,2,0,0,0,0,0,0.0
2024-09-25,mobile,Paid,Australia,Returning,6,3,0,0,0,0,0,0.0
2024-09-25,mobile,Direct,Mexico,New,6,5,1,0,0,0,0,0.0
2024-09-25,desktop,Direct,Germany,New,9,7,2,2,2,2,2,230.92
2024-09-27,tablet,Direct,Australia,Returning,1,0,0,0,0,0,0,0.0
2024-09-27,mobile,Organic Search,Japan,New,7,5,0,0,0,0,0,0.0
2024-09-27,desktop,Paid,United Kingdom,Returning,6,4,1,0,0,0,0,0.0
2024-09-27,desktop,Organic Search,Australia,New,6,5,0,0,0,0,0,0.0
2024-09-27,mobile,Direct,France,New,1,1,0,0,0,0,0,0.0
2024-09-27,desktop,Referral,Netherlands,Returning,1,0,0,0,0,0,0,0.0
2024-10-26,tablet,Direct,United Kingdom,New,2,1,0,0,0,0,0,0.0
2024-10-27,tablet,Organic Search,Japan,Returning,2,1,0,0,0,0,0,0.0
2024-10-27,tablet,Referral,United States,New,5,4,0,0,0,0,0,0.0
2024-10-28,mobile,Direct,Germany,New,15,8,1,0,0,0,0,0.0
2024-10-28,mobile,Email,Singapore,Returning,2,2,0,0,0,0,0,0.0
2024-10-30,mobile,Organic Search,Japan,New,8,5,1,1,0,0,0,0.0
2024-11-29,mobile,Referral,United Kingdom,New,10,7,0,0,0,0,0,0.0
2024-09-01,mobile,Email,Singapore,New,2,0,0,0,0,0,0,0.0
2024-09-01,desktop,Affiliate,Australia,New,1,0,0,0,0,0,0,0.0
2024-09-02,desktop,Referral,Brazil,New,2,1,0,0,0,0,0,0.0
2024-09-04,tablet,Organic Search,France,New,1,1,0,0,0,0,0,0.0
2024-09-05,desktop,Email,United States,Returning,1,1,0,0,0,0,0,0.0
2024-09-05,desktop,Paid,Canada,Returning,3,2,0,0,0,0,0,0.0
2024-09-05,mobile,Direct,United Kingdom,Returning,1,1,0,0,0,0,0,0.0
2024-09-05,desktop,Affiliate,Brazil,New,1,1,0,0,0,0,0,0.0
2024-09-05,mobile,Email,United Kingdom,Returning,1,1,0,0,0,0,0,0.0
2024-09-09,desktop,Organic Search,Australia,New,9,4,1,0,0,0,0,0.0
2024-10-30,tablet,Organic Search,Germany,Returning,1,1,0,0,0,0,0,0.0
2024-11-01,desktop,Referral,Germany,New,1,0,0,0,0,0,0,0.0
2024-11-03,mobile,Direct,France,New,8,3,0,0,0,0,0,0.0
2024-09-28,desktop,Direct,United Kingdom,New,8,4,2,1,1,0,0,0.0
2024-11-16,mobile,Direct,Mexico,New,3,3,0,0,0,0,0,0.0
2024-11-17,desktop,Organic Search,France,Returning,2,2,0,0,0,0,0,0.0
2024-10-11,tablet,Paid,United States,Returning,8,6,1,0,0,0,0,0.0
2024-10-13,tablet,Referral,United States,New,7,3,0,0,0,0,0,0.0
2024-10-13,tablet,Referral,Canada,Returning,1,0,0,0,0,0,0,0.0
2024-10-14,desktop,Direct,Japan,New,9,6,0,0,0,0,0,0.0
2024-10-14,tablet,Direct,Australia,New,3,3,2,1,1,1,1,63.19
2024-10-14,tablet,Organic Search,United Kingdom,New,2,2,0,0,0,0,0,0.0
2024-11-19,desktop,Affiliate,Singapore,Returning,1,0,0,0,0,0,0,0.0
2024-11-19,mobile,Referral,Japan,New,5,2,0,0,0,0,0,0.0
2024-11-22,desktop,Referral,Canada,Returning,3,2,0,0,0,0,0,0.0
2024-10-15,desktop,Referral,Singapore,Returning,2,0,0,0,0,0,0,0.0
2024-10-16,tablet,Organic Search,Netherlands,New,2,0,0,0,0,0,0,0.0
2024-10-18,mobile,Direct,Singapore,Returning,2,1,0,0,0,0,0,0.0
2024-10-19,desktop,Direct,India,New,9,4,0,0,0,0,0,0.0
2024-10-19,desktop,Organic Search,Mexico,New,5,2,0,0,0,0,0,0.0
2024-11-24,desktop,Email,Brazil,Returning,5,4,0,0,0,0,0,0.0
2024-11-24,desktop,Email,Singapore,Returning,3,3,1,1,1,1,1,54.26
2024-10-05,desktop,Direct,Singapore,New,2,1,0,0,0,0,0,0.0
2024-10-06,desktop,Referral,Brazil,Returning,1,1,0,0,0,0,0,0.0
2024-10-08,mobile,Referral,United Kingdom,New,2,1,0,0,0,0,0,0.0
2024-10-09,tablet,Organic Search,India,Returning,1,1,1,1,1,1,0,0.0
2024-10-09,desktop,Email,Netherlands,Returning,1,1,0,0,0,0,0,0.0
2024-10-09,desktop,Organic Search,Netherlands,Returning,2,1,0,0,0,0,0,0.0
2024-11-04,mobile,Email,Brazil,New,1,0,0,0,0,0,0,0.0
2024-11-05,desktop,Paid,France,Returning,2,1,0,0,0,0,0,0.0
2024-11-07,mobile,Paid,Canada,Returning,5,3,0,0,0,0,0,0.0
2024-11-08,tablet,Organic Search,Canada,Returning,2,1,1,1,0,0,0,0.0
2024-09-16,tablet,Referral,Brazil,New,1,0,0,0,0,0,0,0.0
2024-09-17,desktop,Direct,Netherlands,Returning,4,3,1,1,1,1,1,22.69
2024-09-18,mobile,Email,Australia,Returning,1,1,0,0,0,0,0,0.0
2024-09-20,tablet,Organic Search,United Kingdom,New,3,2,1,0,0,0,0,0.0
2024-09-21,mobile,Email,Canada,Returning,3,2,1,1,1,1,1,91.79
2024-09-21,tablet,Paid,United States,Returning,4,3,1,1,1,1,1,70.25
2024-09-21,tablet,Organic Search,Japan,Returning,1,1,0,0,0,0,0,0.0
2024-10-20,desktop,Organic Search,Australia,New,8,7,2,0,0,0,0,0.0
2024-10-21,mobile,Organic Search,Australia,Returning,6,5,1,0,0,0,0,0.0
2024-10-22,mobile,Direct,Singapore,New,4,3,0,0,0,0,0,0.0
2024-10-24,desktop,Direct,Brazil,New,5,3,0,0,0,0,0,0.0
2024-11-27,mobile,Affiliate,Brazil,New,1,0,0,0,0,0,0,0.0
2024-09-09,tablet,Organic Search,United Kingdom,New,4,2,0,0,0,0,0,0.0
2024-09-11,mobile,Email,France,Returning,1,1,0,0,0,0,0,0.0
2024-09-11,tablet,Direct,United Kingdom,New,2,2,0,0,0,0,0,0.0
2024-09-13,desktop,Direct,Brazil,New,2,2,0,0,0,0,0,0.0
2024-09-16,desktop,Paid,Canada,Returning,6,4,1,0,0,0,0,0.0
2024-11-09,tablet,Paid,United Kingdom,New,4,1,0,0,0,0,0,0.0
2024-11-12,tablet,Direct,France,New,1,1,0,0,0,0,0,0.0
2024-11-12,desktop,Organic Search,France,Returning,4,3,0,0,0,0,0,0.0
2024-09-24,mobile,Affiliate,Brazil,Returning,1,1,0,0,0,0,0,0.0
2024-09-25,desktop,Paid,United Kingdom,Returning,8,4,0,0,0,0,0,0.0
2024-09-27,desktop,Organic Search,United Kingdom,New,16,11,3,1,0,0,0,0.0
2024-09-28,desktop,Affiliate,Singapore,Returning,3,3,2,0,0,0,0,0.0
2024-10-25,desktop,Referral,France,New,2,1,0,0,0,0,0,0.0
2024-10-26,mobile,Referral,United States,Returning,4,3,0,0,0,0,0,0.0
2024-10-28,desktop,Affiliate,Canada,New,2,1,0,0,0,0,0,0.0
2024-10-28,desktop,Email,France,New,3,2,1,0,0,0,0,0.0
2024-10-28,desktop,Organic Search,Japan,New,6,4,1,1,1,0,0,0.0
2024-10-29,mobile,Affiliate,United Kingdom,New,3,1,0,0,0,0,0,0.0
2024-11-29,desktop,Email,France,Returning,4,4,0,0,0,0,0,0.0
2024-09-05,mobile,Direct,Australia,Returning,1,1,0,0,0,0,0,0.0
2024-10-31,tablet,Referral,United Kingdom,New,2,2,0,0,0,0,0,0.0
2024-10-31,mobile,Email,Mexico,New,4,1,0,0,0,0,0,0.0
2024-09-28,desktop,Email,Canada,Returning,1,1,0,0,0,0,0,0.0
2024-09-28,tablet,Affiliate,Singapore,New,1,1,0,0,0,0,0,0.0
2024-09-29,tablet,Direct,India,Returning,5,4,0,0,0,0,0,0.0
2024-09-30,desktop,Organic Search,Germany,Returning,7,2,1,1,1,1,1,28.09
2024-09-30,mobile,Email,India,Returning,6,3,0,0,0,0,0,0.0
2024-10-03,mobile,Direct,United Kingdom,Returning,8,4,0,0,0,0,0,0.0
2024-11-16,mobile,Affiliate,United States,Returning,6,4,0,0,0,0,0,0.0
2024-11-18,desktop,Email,Japan,Returning,2,2,1,0,0,0,0,0.0
2024-10-10,mobile,Organic Search,France,New,6,4,0,0,0,0,0,0.0
2024-10-11,desktop,Referral,United Kingdom,Returning,2,1,0,0,0,0,0,0.0
2024-10-14,mobile,Referral,Netherlands,Returning,1,1,0,0,0,0,0,0.0
2024-11-19,desktop,Email,United Kingdom,Returning,2,2,0,0,0,0,0,0.0
2024-11-19,desktop,Referral,Germany,New,3,1,0,0,0,0,0,0.0
2024-10-15,desktop,Direct,Singapore,New,4,3,1,0,0,0,0,0.0
2024-10-18,desktop,Organic Search,Netherlands,New,4,2,0,0,0,0,0,0.0
2024-11-24,mobile,Email,Mexico,Returning,2,2,1,0,0,0,0,0.0
2024-10-04,desktop,Direct,Mexico,Returning,4,3,1,0,0,0,0,0.0
2024-10-04,tablet,Paid,Singapore,Returning,2,2,1,0,0,0,0,0.0
2024-10-07,mobile,Email,Canada,New,3,1,0,0,0,0,0,0.0
2024-10-07,tablet,Direct,United Kingdom,New,6,5,0,0,0,0,0,0.0
2024-10-08,desktop,Email,Brazil,Returning,2,0,0,0,0,0,0,0.0
2024-11-08,desktop,Paid,Australia,Returning,5,4,0,0,0,0,0,0.0
2024-11-09,mobile,Organic Search,Netherlands,Returning,5,3,0,0,0,0,0,0.0
2024-09-18,mobile,Email,India,Returning,4,2,0,0,0,0,0,0.0
2024-09-20,desktop,Organic Search,Australia,New,12,7,0,0,0,0,0,0.0
2024-10-22,desktop,Direct,Canada,Returning,5,4,2,2,2,2,2,85.49
2024-10-22,desktop,Organic Search,Singapore,New,3,2,0,0,0,0,0,0.0
2024-09-12,tablet,Referral,United States,Returning,1,0,0,0,0,0,0,0.0
2024-09-13,desktop,Referral,United Kingdom,Returning,2,1,1,0,0,0,0,0.0
2024-09-13,desktop,Email,Australia,New,2,2,1,0,0,0,0,0.0
2024-11-09,desktop,Direct,Japan,New,7,5,0,0,0,0,0,0.0
2024-11-10,tablet,Organic Search,Netherlands,New,3,3,0,0,0,0,0,0.0
2024-11-11,tablet,Direct,France,New,1,0,0,0,0,0,0,0.0
2024-11-12,tablet,Affiliate,United States,Returning,1,1,0,0,0,0,0,0.0
2024-11-13,mobile,Direct,France,New,8,7,0,0,0,0,0,0.0
2024-09-24,mobile,Organic Search,Singapore,Returning,4,3,1,1,1,1,1,121.46
2024-09-26,mobile,Direct,United Kingdom,Returning,4,1,0,0,0,0,0,0.0
2024-09-27,mobile,Referral,Mexico,New,4,2,0,0,0,0,0,0.0
2024-10-26,desktop,Referral,Germany,Returning,4,4,1,0,0,0,0,0.0
2024-10-27,desktop,Email,Mexico,Returning,1,1,1,1,0,0,0,0.0
2024-10-28,mobile,Direct,Singapore,New,5,3,0,0,0,0,0,0.0
2024-09-03,desktop,Organic Search,Singapore,New,2,2,0,0,0,0,0,0.0
2024-09-05,desktop,Affiliate,Germany,New,2,1,0,0,0,0,0,0.0
2024-09-06,desktop,Direct,Germany,Returning,2,1,0,0,0,0,0,0.0
2024-09-07,mobile,Affiliate,India,New,2,1,0,0,0,0,0,0.0
2024-09-07,tablet,Direct,United States,Returning,3,1,0,0,0,0,0,0.0
2024-10-31,desktop,Email,Japan,Returning,3,3,1,1,0,0,0,0.0
2024-10-31,mobile,Email,France,New,5,1,0,0,0,0,0,0.0
2024-11-01,mobile,Affiliate,Japan,New,1,0,0,0,0,0,0,0.0
2024-11-02,desktop,Organic Search,Brazil,New,10,6,0,0,0,0,0,0.0
2024-11-03,tablet,Organic Search,United Kingdom,Returning,3,2,0,0,0,0,0,0.0
2024-11-03,tablet,Direct,Netherlands,New,2,2,0,0,0,0,0,0.0
2024-09-28,desktop,Referral,Brazil,New,2,1,1,1,1,0,0,0.0
2024-09-30,desktop,Affiliate,Brazil,New,2,1,0,0,0,0,0,0.0
2024-10-01,mobile,Organic Search,Brazil,New,5,1,0,0,0,0,0,0.0
2024-11-14,tablet,Affiliate,United States,New,3,2,0,0,0,0,0,0.0
2024-11-14,mobile,Affiliate,France,Returning,2,1,0,0,0,0,0,0.0
2024-11-15,mobile,Email,Netherlands,Returning,1,0,0,0,0,0,0,0.0
2024-11-15,mobile,Organic Search,Mexico,Returning,3,1,0,0,0,0,0,0.0
2024-11-17,desktop,Referral,Brazil,New,3,3,0,0,0,0,0,0.0
2024-10-12,desktop,Referral,Germany,Returning,2,2,0,0,0,0,0,0.0
2024-10-14,tablet,Organic Search,United States,New,11,7,0,0,0,0,0,0.0
2024-10-14,tablet,Direct,United States,Returning,5,4,2,2,1,1,1,17.44
2024-10-14,mobile,Affiliate,United Kingdom,New,1,0,0,0,0,0,0,0.0
2024-10-15,desktop,Affiliate,India,New,4,3,0,0,0,0,0,0.0
2024-11-20,desktop,Direct,Japan,Returning,4,4,0,0,0,0,0,0.0
2024-11-22,desktop,Direct,France,Returning,3,1,0,0,0,0,0,0.0
2024-11-23,tablet,Email,Japan,New,1,0,0,0,0,0,0,0.0
2024-11-24,desktop,Referral,Australia,New,1,1,0,0,0,0,0,0.0
2024-11-26,tablet,Direct,Germany,New,4,3,0,0,0,0,0,0.0
2024-11-26,mobile,Affiliate,Japan,New,4,4,1,0,0,0,0,0.0
2024-10-04,mobile,Direct,France,New,3,1,0,0,0,0,0,0.0
2024-10-05,mobile,Organic Search,Mexico,New,4,4,1,0,0,0,0,0.0
2024-10-05,desktop,Paid,France,Returning,6,3,1,1,1,1,1,48.65
2024-09-19,mobile,Direct,France,New,5,3,0,0,0,0,0,0.0
2024-09-19,mobile,Paid,Netherlands,Returning,4,3,0,0,0,0,0,0.0
2024-09-19,desktop,Organic Search,Japan,New,5,3,0,0,0,0,0,0.0
2024-09-21,mobile,Referral,India,Returning,4,2,0,0,0,0,0,0.0
2024-10-21,desktop,Affiliate,Germany,New,2,2,1,1,1,0,0,0.0
2024-10-22,desktop,Affiliate,Germany,Returning,2,2,0,0,0,0,0,0.0
2024-10-24,desktop,Affiliate,United Kingdom,Returning,1,1,1,0,0,0,0,0.0
2024-11-27,tablet,Direct,Canada,Returning,3,2,0,0,0,0,0,0.0
2024-09-09,mobile,Direct,Brazil,Returning,3,3,0,0,0,0,0,0.0
2024-09-13,tablet,Referral,India,New,1,1,0,0,0,0,0,0.0
2024-09-14,mobile,Direct,Japan,Returning,3,3,0,0,0,0,0,0.0
2024-09-15,mobile,Referral,Canada,New,3,2,1,0,0,0,0,0.0
2024-11-13,mobile,Direct,Mexico,Returning,4,2,0,0,0,0,0,0.0
2024-11-13,mobile,Paid,Mexico,New,7,3,0,0,0,0,0,0.0
2024-09-24,desktop,Organic Search,India,Returning,13,10,2,1,1,1,1,101.79
2024-09-27,tablet,Referral,India,Returning,1,1,0,0,0,0,0,0.0
2024-09-28,mobile,Paid,Mexico,Returning,3,3,0,0,0,0,0,0.0
2024-10-26,mobile,Direct,Australia,New,7,5,0,0,0,0,0,0.0
2024-10-26,mobile,Organic Search,Australia,Returning,4,3,1,1,1,1,1,71.98
2024-10-27,desktop,Email,Singapore,Returning,2,1,0,0,0,0,0,0.0
2024-10-27,tablet,Paid,Canada,New,2,2,1,0,0,0,0,0.0
2024-10-29,desktop,Email,Canada,Returning,2,2,1,1,1,1,1,52.62
2024-10-29,desktop,Paid,France,Returning,6,3,0,0,0,0,0,0.0
2024-10-29,desktop,Affiliate,United Kingdom,New,2,2,0,0,0,0,0,0.0
2024-11-30,tablet,Organic Search,Japan,New,3,1,0,0,0,0,0,0.0
2024-09-02,tablet,Paid,Mexico,New,2,2,0,0,0,0,0,0.0
2024-09-06,mobile,Referral,Canada,New,5,4,1,0,0,0,0,0.0
2024-10-31,tablet,Paid,United Kingdom,Returning,2,1,1,1,1,1,1,29.41
2024-11-02,tablet,Organic Search,Netherlands,New,2,1,1,0,0,0,0,0.0
2024-11-02,tablet,Direct,United States,New,9,7,0,0,0,0,0,0.0
2024-11-03,tablet,Direct,Singapore,New,1,1,0,0,0,0,0,0.0
2024-10-01,desktop,Email,India,New,6,6,0,0,0,0,0,0.0
2024-10-01,desktop,Affiliate,United Kingdom,New,3,3,1,0,0,0,0,0.0
2024-10-02,mobile,Organic Search,Japan,Returning,1,1,1,0,0,0,0,0.0
2024-10-02,desktop,Email,Canada,Returning,2,2,1,0,0,0,0,0.0
2024-11-14,desktop,Referral,France,New,3,1,0,0,0,0,0,0.0
2024-11-16,tablet,Email,France,Returning,1,1,0,0,0,0,0,0.0
2024-11-17,tablet,Organic Search,Mexico,New,1,0,0,0,0,0,0,0.0
2024-11-18,mobile,Referral,France,New,3,3,0,0,0,0,0,0.0
2024-10-10,mobile,Email,Brazil,Returning,1,1,0,0,0,0,0,0.0
2024-10-11,desktop,Direct,Netherlands,Returning,3,3,0,0,0,0,0,0.0
2024-11-19,mobile,Paid,Netherlands,New,3,3,0,0,0,0,0,0.0
2024-10-17,mobile,Paid,Australia,Returning,3,0,0,0,0,0,0,0.0
2024-10-18,desktop,Email,Canada,Returning,3,3,0,0,0,0,0,0.0
2024-11-24,tablet,Direct,Canada,New,1,1,0,0,0,0,0,0.0
2024-10-08,desktop,Organic Search,Australia,Returning,5,4,1,1,1,1,1,56.18
2024-09-17,tablet,Paid,India,Returning,2,0,0,0,0,0,0,0.0
2024-09-21,desktop,Referral,United Kingdom,Returning,3,2,1,1,0,0,0,0.0
2024-09-22,mobile,Paid,Australia,Returning,5,3,1,0,0,0,0,0.0
2024-10-21,mobile,Affiliate,Canada,Returning,1,1,1,0,0,0,0,0.0
2024-10-21,tablet,Direct,Canada,Returning,4,3,2,1,1,1,1,80.54
2024-10-21,mobile,Affiliate,United Kingdom,Returning,3,2,0,0,0,0,0,0.0
2024-10-22,tablet,Direct,Brazil,Returning,1,1,1,1,1,0,0,0.0
2024-10-22,mobile,Email,Japan,New,3,3,0,0,0,0,0,0.0
2024-10-25,mobile,Referral,India,New,5,3,0,0,0,0,0,0.0
2024-10-25,tablet,Organic Search,Netherlands,New,3,2,0,0,0,0,0,0.0
2024-09-10,mobile,Paid,Netherlands,Returning,2,2,0,0,0,0,0,0.0
2024-09-11,mobile,Organic Search,Singapore,Returning,2,2,0,0,0,0,0,0.0
2024-09-12,tablet,Direct,United States,Returning,7,5,0,0,0,0,0,0.0
2024-09-13,mobile,Affiliate,France,New,1,0,0,0,0,0,0,0.0
2024-09-14,mobile,Direct,France,Returning,2,2,2,1,1,1,1,118.72
2024-11-11,desktop,Paid,Australia,New,6,3,0,0,0,0,0,0.0
2024-11-13,mobile,Referral,Germany,Returning,1,1,0,0,0,0,0,0.0
2024-09-22,mobile,Referral,France,New,3,1,0,0,0,0,0,0.0
2024-09-23,desktop,Direct,Singapore,New,5,4,0,0,0,0,0,0.0
2024-09-23,mobile,Referral,Canada,New,3,2,0,0,0,0,0,0.0
2024-09-26,desktop,Referral,France,New,3,1,0,0,0,0,0,0.0
2024-10-28,desktop,Organic Search,United Kingdom,Returning,10,8,1,0,0,0,0,0.0
2024-10-29,tablet,Direct,Canada,Returning,1,1,0,0,0,0,0,0.0
2024-11-29,tablet,Paid,Japan,New,3,3,1,0,0,0,0,0.0
2024-11-29,tablet,Direct,United Kingdom,Returning,3,2,0,0,0,0,0,0.0
2024-11-29,tablet,Email,Canada,New,2,0,0,0,0,0,0,0.0
2024-09-01,desktop,Referral,India,New,6,4,0,0,0,0,0,0.0
2024-09-03,tablet,Organic Search,Netherlands,New,3,2,0,0,0,0,0,0.0
2024-09-04,desktop,Email,India,Returning,2,2,0,0,0,0,0,0.0
2024-09-07,tablet,Email,United States,New,1,0,0,0,0,0,0,0.0
2024-11-03,tablet,Paid,Canada,Returning,1,0,0,0,0,0,0,0.0
2024-09-28,desktop,Direct,Canada,Returning,4,3,2,2,2,2,2,117.34
2024-09-30,mobile,Paid,Singapore,Returning,5,3,0,0,0,0,0,0.0
2024-10-03,mobile,Referral,Japan,New,5,3,0,0,0,0,0,0.0
2024-10-03,mobile,Affiliate,Australia,New,1,0,0,0,0,0,0,0.0
2024-10-14,tablet,Organic Search,Germany,Returning,1,1,0,0,0,0,0,0.0
2024-10-14,mobile,Affiliate,Canada,New,2,2,0,0,0,0,0,0.0
2024-10-14,desktop,Referral,Germany,New,3,1,0,0,0,0,0,0.0
2024-10-15,desktop,Paid,Germany,Returning,6,5,0,0,0,0,0,0.0
2024-11-20,desktop,Organic Search,Mexico,Returning,2,2,0,0,0,0,0,0.0
2024-11-22,desktop,Paid,Netherlands,Returning,6,4,2,1,1,1,0,0.0
2024-10-18,desktop,Affiliate,India,Returning,3,2,0,0,0,0,0,0.0
2024-10-19,mobile,Email,France,New,1,0,0,0,0,0,0,0.0
2024-10-20,mobile,Affiliate,India,Returning,1,1,0,0,0,0,0,0.0
2024-10-20,tablet,Direct,Australia,Returning,2,1,0,0,0,0,0,0.0
2024-10-04,mobile,Email,Mexico,New,4,3,0,0,0,0,0,0.0
2024-11-05,tablet,Email,United States,Returning,1,1,0,0,0,0,0,0.0
2024-11-06,tablet,Direct,Singapore,New,1,1,0,0,0,0,0,0.0
2024-11-07,mobile,Affiliate,Japan,Returning,1,1,1,1,1,1,0,0.0
2024-09-16,tablet,Paid,Mexico,New,2,2,0,0,0,0,0,0.0
2024-09-18,mobile,Referral,Germany,New,2,2,0,0,0,0,0,0.0
2024-09-18,mobile,Referral,France,New,1,0,0,0,0,0,0,0.0
2024-09-18,desktop,Email,France,Returning,3,3,0,0,0,0,0,0.0
2024-10-21,desktop,Email,France,Returning,2,2,0,0,0,0,0,0.0
2024-11-27,tablet,Referral,Netherlands,New,1,1,0,0,0,0,0,0.0
2024-11-27,desktop,Direct,Netherlands,Returning,6,6,1,0,0,0,0,0.0
2024-11-28,tablet,Referral,United States,Returning,3,3,0,0,0,0,0,0.0
2024-09-10,mobile,Affiliate,Australia,New,1,0,0,0,0,0,0,0.0
2024-09-10,mobile,Paid,Mexico,Returning,2,1,0,0,0,0,0,0.0
2024-09-10,tablet,Paid,United States,Returning,3,1,0,0,0,0,0,0.0
2024-09-10,desktop,Paid,Australia,Returning,1,1,0,0,0,0,0,0.0
2024-09-15,desktop,Affiliate,Mexico,New,2,1,0,0,0,0,0,0.0
2024-11-09,desktop,Affiliate,United Kingdom,Returning,2,2,0,0,0,0,0,0.0
2024-11-10,mobile,Referral,France,New,3,1,0,0,0,0,0,0.0
2024-11-13,tablet,Organic Search,India,New,4,1,0,0,0,0,0,0.0
2024-09-24,mobile,Affiliate,Australia,New,2,0,0,0,0,0,0,0.0
2024-09-24,desktop,Paid,Brazil,Returning,4,2,0,0,0,0,0,0.0
2024-09-26,desktop,Affiliate,Australia,New,1,0,0,0,0,0,0,0.0
2024-10-27,desktop,Referral,Mexico,New,1,0,0,0,0,0,0,0.0
2024-10-29,tablet,Referral,Mexico,New,1,1,0,0,0,0,0,0.0
2024-11-29,desktop,Referral,India,Returning,12,9,1,1,1,0,0,0.0
2024-11-29,tablet,Paid,Australia,New,3,0,0,0,0,0,0,0.0
2024-09-09,tablet,Email,United States,New,2,1,0,0,0,0,0,0.0
2024-10-31,tablet,Organic Search,Australia,New,1,1,0,0,0,0,0,0.0
2024-11-01,mobile,Organic Search,France,New,9,7,0,0,0,0,0,0.0
2024-11-02,mobile,Direct,Mexico,Returning,4,2,0,0,0,0,0,0.0
2024-11-03,desktop,Affiliate,United Kingdom,Returning,6,6,1,0,0,0,0,0.0
2024-09-28,desktop,Organic Search,Mexico,Returning,2,1,0,0,0,0,0,0.0
2024-10-02,mobile,Referral,Canada,New,6,3,0,0,0,0,0,0.0
2024-10-04,mobile,Paid,France,New,6,3,0,0,0,0,0,0.0
2024-10-15,desktop,Direct,Canada,New,5,2,0,0,0,0,0,0.0
2024-11-22,desktop,Affiliate,India,Returning,3,3,0,0,0,0,0,0.0
2024-11-23,tablet,Paid,India,Returning,2,2,0,0,0,0,0,0.0
2024-10-16,desktop,Email,Canada,Returning,1,1,0,0,0,0,0,0.0
2024-10-17,desktop,Organic Search,Mexico,Returning,1,1,0,0,0,0,0,0.0
2024-10-20,tablet,Paid,Canada,New,1,1,0,0,0,0,0,0.0
2024-10-07,tablet,Organic Search,United States,Returning,4,4,2,0,0,0,0,0.0
2024-11-05,desktop,Direct,Australia,New,5,2,0,0,0,0,0,0.0
2024-11-06,tablet,Organic Search,Germany,New,1,1,0,0,0,0,0,0.0
2024-11-06,mobile,Email,United Kingdom,New,6,5,0,0,0,0,0,0.0
2024-11-09,desktop,Organic Search,Japan,Returning,5,5,1,0,0,0,0,0.0
2024-11-09,desktop,Email,United Kingdom,Returning,1,0,0,0,0,0,0,0.0
2024-09-19,desktop,Email,India,New,4,3,0,0,0,0,0,0.0
2024-09-20,desktop,Referral,Canada,Returning,3,2,1,1,1,1,0,0.0
2024-10-22,mobile,Referral,Australia,New,2,1,0,0,0,0,0,0.0
2024-09-09,mobile,Email,Australia,New,1,1,0,0,0,0,0,0.0
2024-09-10,mobile,Organic Search,Singapore,Returning,1,1,0,0,0,0,0,0.0
2024-09-12,tablet,Organic Search,Germany,Returning,1,0,0,0,0,0,0,0.0
2024-09-12,mobile,Affiliate,Mexico,New,1,0,0,0,0,0,0,0.0
2024-09-14,mobile,Organic Search,France,Returning,3,1,1,0,0,0,0,0.0
2024-11-10,desktop,Email,India,New,5,1,0,0,0,0,0,0.0
2024-11-12,desktop,Direct,Mexico,New,3,2,0,0,0,0,0,0.0
2024-09-22,tablet,Paid,Germany,Returning,1,1,0,0,0,0,0,0.0
2024-09-23,tablet,Paid,Netherlands,Returning,2,1,0,0,0,0,0,0.0
2024-09-26,desktop,Referral,United Kingdom,New,2,1,0,0,0,0,0,0.0
2024-09-05,desktop,Direct,Canada,Returning,1,0,0,0,0,0,0,0.0
2024-09-06,mobile,Email,India,New,3,1,1,1,1,1,1,199.13
2024-09-08,tablet,Direct,United Kingdom,Returning,1,1,0,0,0,0,0,0.0
2024-09-09,desktop,Affiliate,India,Returning,1,1,1,0,0,0,0,0.0
2024-09-09,desktop,Direct,Singapore,Returning,2,1,1,1,1,1,1,15.53
2024-10-30,desktop,Affiliate,Germany,Returning,2,1,0,0,0,0,0,0.0
2024-10-30,tablet,Organic Search,Brazil,Returning,1,1,0,0,0,0,0,0.0
2024-10-31,desktop,Paid,Australia,Returning,6,3,1,0,0,0,0,0.0
2024-11-01,tablet,Direct,United Kingdom,New,1,0,0,0,0,0,0,0.0
2024-09-29,desktop,Referral,Germany,Returning,2,0,0,0,0,0,0,0.0
2024-10-03,desktop,Organic Search,Brazil,New,3,2,0,0,0,0,0,0.0
2024-10-03,tablet,Direct,United Kingdom,New,2,1,0,0,0,0,0,0.0
